RegionCode,log_pop,log_cgdpe
SYR,1.3193974219121811,1.0680592030539093
TCD,1.0895042268369972,0.379849143390376
TGO,0.8247297920622577,-0.07492748409055429
THA,1.8294975759850922,1.9607262606536617
TJK,0.8929817148499106,0.2813113294208536
TKM,0.7138315295797896,0.9179369393329564
TTO,0.12541228216356645,0.6227770535522136
TUN,1.0318714774534634,1.0390183454564081
TUR,1.8657519959617814,2.1568448267033236
TWN,1.3653666216565152,1.973163254087372
TZA,1.6651839453675497,0.9732631525032914
UGA,1.5452285033265873,0.783025805692337
UKR,1.65873911649972,1.63801114514883
URY,0.5296387159176915,0.7843493694483101
USA,2.4928321060483087,3.193789061452893
UZB,1.4634184975128541,1.2862710999620617
VCT,-0.9612169465804861,-0.9879969323503364
VEN,1.4692812576579903,1.693699420022901
VNM,1.9515155018038974,1.6101283124760548
YEM,1.3847512628758278,0.9637729646017487
ZAF,1.7181986189183018,1.7959784173253777
ZMB,1.1542643535796473,0.6815698733600818
ZWE,1.1579596519600215,0.3645039461908315
